AZ,1992,1,139.96
AZ,1992,2,139.62
AZ,1992,3,140.5
AZ,1992,4,141.28
AZ,1993,1,141.44
AZ,1993,2,143.04
AZ,1993,3,144.16
AZ,1993,4,146.05
AZ,1994,1,148.01
AZ,1994,2,149.93
AZ,1994,3,151.63
AZ,1994,4,153.59
AZ,1995,1,155.53
AZ,1995,2,158.32
AZ,1995,3,161.45
AZ,1995,4,163.3
AZ,1996,1,166.01
AZ,1996,2,166.28
AZ,1996,3,167.9
AZ,1996,4,169.53
AZ,1997,1,171.09
AZ,1997,2,172.22
AZ,1997,3,175.29
AZ,1997,4,178.02
AZ,1998,1,180.34
AZ,1998,2,181.89
AZ,1998,3,184.35
AZ,1998,4,186.67
AZ,1999,1,188.63
AZ,1999,2,191.06
AZ,1999,3,193.81
AZ,1999,4,195.63
AZ,2000,1,200.09
AZ,2000,2,202.43
AZ,2000,3,205.07
AZ,2000,4,208.2
AZ,2001,1,212.9
AZ,2001,2,216.18
AZ,2001,3,219.33
AZ,2001,4,221.51
AZ,2002,1,224.51
AZ,2002,2,227.48
AZ,2002,3,231.38
AZ,2002,4,234.09
AZ,2003,1,236.84
AZ,2003,2,239.32
AZ,2003,3,243.02
AZ,2003,4,251.23
AZ,2004,1,255.58
AZ,2004,2,264.63
AZ,2004,3,280.33
AZ,2004,4,291.73
AZ,2005,1,309.3
AZ,2005,2,341.27
AZ,2005,3,370.11
AZ,2005,4,395.86
AZ,2006,1,410.41
AZ,2006,2,419.37
AZ,2006,3,422.99
AZ,2006,4,426.51
AZ,2007,1,424.68
AZ,2007,2,421.17
AZ,2007,3,411.59
AZ,2007,4,404.61
AZ,2008,1,391.18
AZ,2008,2,368.5
AZ,2008,3,341.75
AZ,2008,4,329.41
AZ,2009,1,328.38
AZ,2009,2,304.63
AZ,2009,3,289.04
AZ,2009,4,280.35
AZ,2010,1,272.59
AZ,2010,2,263.07
AZ,2010,3,262.52
AZ,2010,4,255.68
AZ,2011,1,241.8
AZ,2011,2,230.09
AZ,2011,3,231.66
AZ,2011,4,236.83
AZ,2012,1,235.5
AZ,2012,2,238.69
AZ,2012,3,248.06
AZ,2012,4,255.7
AZ,2013,1,262.2
AZ,2013,2,274.17
AZ,2013,3,283.2
AZ,2013,4,290.84
AZ,2014,1,296.68
AZ,2014,2,301.7
AZ,2014,3,304.65
AZ,2014,4,309.87
AZ,2015,1,311.59
AZ,2015,2,318.79
AZ,2015,3,326.33
AZ,2015,4,330.73
AZ,2016,1,334.51
AZ,2016,2,341.58
AZ,2016,3,347.16
AZ,2016,4,353.18
AZ,2017,1,359.49
AZ,2017,2,369.47
AZ,2017,3,377.91
AZ,2017,4,382.36
AZ,2018,1,391.47
AZ,2018,2,400.93
AZ,2018,3,410.82
AZ,2018,4,415.85
AZ,2019,1,421.62
AZ,2019,2,430.2
AZ,2019,3,435.8
AZ,2019,4,442.96
CA,1975,1,41.59
CA,1975,2,42.72
CA,1975,3,44.23
CA,1975,4,45.8
CA,1976,1,47.74
CA,1976,2,50.18
CA,1976,3,53.52
CA,1976,4,55.46
CA,1977,1,57.95
CA,1977,2,62.94
CA,1977,3,67.88
CA,1977,4,70.6
CA,1978,1,73.16
CA,1978,2,75.93
CA,1978,3,78.54
CA,1978,4,81.61
CA,1979,1,84.81
CA,1979,2,88.57
CA,1979,3,93.06
CA,1979,4,96.33
CA,1980,1,100
CA,1980,2,102.86
CA,1980,3,106.53
CA,1980,4,108.4
CA,1981,1,110.62
CA,1981,2,113.06
CA,1981,3,116.48
CA,1981,4,117.74
CA,1982,1,115.26
CA,1982,2,116.39
CA,1982,3,116.98
CA,1982,4,116.9
CA,1983,1,117.73
CA,1983,2,117.69
CA,1983,3,117.48
CA,1983,4,117.93
CA,1984,1,119.72
CA,1984,2,120.31
CA,1984,3,121.79
CA,1984,4,122.87
CA,1985,1,124.61
CA,1985,2,126.43
CA,1985,3,129.24
CA,1985,4,130.65
CA,1986,1,132.31
CA,1986,2,134.87
CA,1986,3,137.78
CA,1986,4,141.12
CA,1987,1,144.75
CA,1987,2,148.28
CA,1987,3,152.94
CA,1987,4,157.29
CA,1988,1,163.03
CA,1988,2,169.77
CA,1988,3,177.85
CA,1988,4,187.61
CA,1989,1,196.37
CA,1989,2,206.07
CA,1989,3,217.93
CA,1989,4,224.81
CA,1990,1,227.56
CA,1990,2,228.34
CA,1990,3,230.25
CA,1990,4,228.7
CA,1991,1,228.54
CA,1991,2,227.08
CA,1991,3,227.08
CA,1991,4,228.77
CA,1992,1,227.54
CA,1992,2,225.19
CA,1992,3,224.75
CA,1992,4,222.66
CA,1993,1,219.16
CA,1993,2,217.28
CA,1993,3,215.44
CA,1993,4,214.16
CA,1994,1,212.03
CA,1994,2,206.9
CA,1994,3,203.84
CA,1994,4,200.88
CA,1995,1,199.54
CA,1995,2,201.48
CA,1995,3,203.85
CA,1995,4,203.52
CA,1996,1,203.47
CA,1996,2,200.85
CA,1996,3,200.47
CA,1996,4,201.51
CA,1997,1,202.47
CA,1997,2,204.51
CA,1997,3,208.61
CA,1997,4,212.19
CA,1998,1,216.81
CA,1998,2,221.45
CA,1998,3,227.24
CA,1998,4,231.58
CA,1999,1,235.15
CA,1999,2,239.17
CA,1999,3,244.63
CA,1999,4,249.84
